專屬碼	名稱	lv1成長係數	lv2成長係數	lv3成長係數	lv4成長係數	lv5成長係數	回收價格	販賣價格	說明	裝備等級	套裝編號	ICON編號	MODEL編號	初始品質	初始屬性	隱藏	(舊)品質1插槽格式	(舊)品質2插槽格式	(舊)品質3插槽格式	(舊)品質4插槽格式	(舊)品質5插槽格式	(舊)品質6插槽格式	品質1插槽格式	品質2插槽格式	品質3插槽格式	品質4插槽格式	品質5插槽格式	品質6插槽格式	分類標籤	爆衣ID	出處	顯示稀有度	碎片轉換數	初始星數	附魔次數限制
0103062	9003034	[2.2,2.2,2.2,1,1,1,1,1]	[4,4,4,1,1,1,1,1]	[8,8,8,1,1,1,1,1]	[12,12,12,1,1,1,1,1]	[15,15,15,1,1,1,1,1]	240000	{"1":1200000,"2":3600,"3":6000,"4":3000}	9103034	0	0601012	UI_CH00G062	CH00G062	1	[36,32,68,0,0,0,0,0]	0	[1,1,1,1,1,1]	[2,2,1,1,1,1]	[3,2,1,1,1,1]	[4,4,3,2,1,1]	[5,5,4,3,3,1]	[6,6,5,3,2,1]	["0201007","0201007","0201007","0201007","0201001","0201013"]	["0201008","0201008","0201001","0201001","0201013","0201013"]	["0201009","0201008","0201007","0201007","0201001","0201013"]	["0201010","0201010","0201009","0201008","0201001","0201013"]	["0201011","0201011","0201010","0201003","0201015","0201013"]	["0201006","0201006","0201059","0201057","0201008","0201007"]	0		eshop	S	40	2	10
0103063	9003035	[1.8,1.8,1.8,1,1,1,1,1]	[3.5,3.5,3.5,1,1,1,1,1]	[5.5,5.5,5.5,1,1,1,1,1]	[7.5,7.5,7.5,1,1,1,1,1]	[10,10,10,1,1,1,1,1]	160000	{"1":600000,"2":1600,"3":4000,"4":2000}	9103035	0	0601047	UI_CH00G063	CH00G063	1	[58,58,65,0,10,15,0,0]	0	[1,1,1,1,1,1]	[2,2,1,1,1,1]	[3,2,1,1,1,1]	[4,4,3,2,1,1]	[5,5,4,3,3,1]	[6,6,5,3,2,1]	["0201013","0201013","0201013","0201013","0201013","0201013"]	["0201014","0201014","0201013","0201013","0201013","0201013"]	["0201015","0201014","0201013","0201013","0201013","0201013"]	["0201010","0201010","0201003","0201002","0201013","0201013"]	["0201053","0201053","0201052","0201051","0201051","0201013"]	[]	0		none	A	30	2	5
0103064	9003036	[2.2,2.2,2.2,1,1,1,1,1]	[4,4,4,1,1,1,1,1]	[8,8,8,1,1,1,1,1]	[12,12,12,1,1,1,1,1]	[15,15,15,1,1,1,1,1]	240000	{"1":1200000,"2":3600,"3":6000,"4":3000}	9103036	0	0601060	UI_CH00G064	CH00G064	1	[40,40,40,0,0,0,0,0]	1	[1,1,1,1,1,1]	[2,2,1,1,1,1]	[3,2,1,1,1,1]	[4,4,3,2,1,1]	[5,5,4,3,3,1]	[6,6,5,3,2,1]	["0201001","0201001","0201007","0201007","0201013","0201013"]	["0201002","0201002","0201007","0201007","0201013","0201013"]	["0201008","0201007","0201001","0201001","0201013","0201013"]	["0201016","0201016","0201003","0201002","0201049","0201049"]	["0201005","0201005","0201010","0201009","0201051","0201049"]	["0201054","0201054","0201011","0201009","0201002","0201001"]	0		none	S	40	2	10
0103501	9003037	[1.8,1.8,1.8,1,1,1,1,1]	[3.5,3.5,3.5,1,1,1,1,1]	[5.5,5.5,5.5,1,1,1,1,1]	[7.5,7.5,7.5,1,1,1,1,1]	[10,10,10,1,1,1,1,1]	7500	{"1":75000,"2":100,"3":1000,"4":500}	9103037	0	0601022	UI_CH00G501	CH00G501	1	[65,35,40,0,0,0,0,0]	0	[1,1,1,1,1,1]	[2,2,1,1,1,1]	[3,2,1,1,1,1]	[4,4,3,2,1,1]	[5,5,4,3,3,1]	[6,6,5,3,2,1]	["0201001","0201001","0201001","0201001","0201007","0201013"]	["0201002","0201002","0201007","0201007","0201013","0201013"]	["0201003","0201002","0201001","0201001","0201007","0201013"]	[]	[]	[]	0		none	C	10	1	0
0103502	9003038	[1.8,1.8,1.8,1,1,1,1,1]	[3.5,3.5,3.5,1,1,1,1,1]	[5.5,5.5,5.5,1,1,1,1,1]	[7.5,7.5,7.5,1,1,1,1,1]	[10,10,10,1,1,1,1,1]	160000	{"1":600000,"2":1600,"3":4000,"4":2000}	9103038	0	0601021	UI_CH00G502	CH00G502	1	[25,40,25,0,0,0,0,0]	0	[1,1,1,1,1,1]	[2,2,1,1,1,1]	[3,2,1,1,1,1]	[4,4,3,2,1,1]	[5,5,4,3,3,1]	[6,6,5,3,2,1]	["0201007","0201007","0201007","0201007","0201001","0201013"]	["0201008","0201008","0201001","0201001","0201013","0201013"]	["0201009","0201008","0201007","0201007","0201001","0201013"]	["0201010","0201010","0201009","0201008","0201001","0201013"]	[]	[]	0		none	B	20	1	3
0103503	9003039	[1.8,1.8,1.8,1,1,1,1,1]	[3.5,3.5,3.5,1,1,1,1,1]	[5.5,5.5,5.5,1,1,1,1,1]	[7.5,7.5,7.5,1,1,1,1,1]	[10,10,10,1,1,1,1,1]	7500	{"1":75000,"2":100,"3":1000,"4":500}	9103039	0		UI_CH00G503	CH00G503	1	[18,28,60,0,0,0,0,0]	0	[1,1,1,1,1,1]	[2,2,1,1,1,1]	[3,2,1,1,1,1]	[4,4,3,2,1,1]	[5,5,4,3,3,1]	[6,6,5,3,2,1]	["0201013","0201013","0201013","0201013","0201001","0201007"]	["0201014","0201014","0201001","0201001","0201007","0201007"]	["0201015","0201014","0201013","0201013","0201001","0201007"]	[]	[]	[]	0		none	C	10	1	0
0103504	9003040	[1.8,1.8,1.8,1,1,1,1,1]	[3.5,3.5,3.5,1,1,1,1,1]	[5.5,5.5,5.5,1,1,1,1,1]	[7.5,7.5,7.5,1,1,1,1,1]	[10,10,10,1,1,1,1,1]	7500	{"1":75000,"2":100,"3":1000,"4":500}	9103040	0		UI_CH00G504	CH00G504	1	[35,80,33,0,0,0,0,0]	0	[1,1,1,1,1,1]	[2,2,1,1,1,1]	[3,2,1,1,1,1]	[4,4,3,2,1,1]	[5,5,4,3,3,1]	[6,6,5,3,2,1]	["0201007","0201007","0201007","0201007","0201001","0201013"]	["0201008","0201008","0201001","0201001","0201013","0201013"]	["0201009","0201008","0201007","0201007","0201001","0201013"]	[]	[]	[]	0		none	C	10	1	0
0103505	9003041	[1.8,1.8,1.8,1,1,1,1,1]	[3.5,3.5,3.5,1,1,1,1,1]	[5.5,5.5,5.5,1,1,1,1,1]	[7.5,7.5,7.5,1,1,1,1,1]	[10,10,10,1,1,1,1,1]	160000	{"1":600000,"2":1600,"3":4000,"4":2000}	9103041	0		UI_CH00G505	CH00G505	1	[25,30,70,0,0,0,0,0]	0	[1,1,1,1,1,1]	[2,2,1,1,1,1]	[3,2,1,1,1,1]	[4,4,3,2,1,1]	[5,5,4,3,3,1]	[6,6,5,3,2,1]	["0201013","0201013","0201013","0201013","0201001","0201007"]	["0201014","0201014","0201001","0201001","0201007","0201007"]	["0201015","0201014","0201013","0201013","0201001","0201007"]	["0201016","0201016","0201015","0201008","0201001","0201001"]	[]	[]	0		none	B	20	1	3
0103506	9003042	[1.8,1.8,1.8,1,1,1,1,1]	[3.5,3.5,3.5,1,1,1,1,1]	[5.5,5.5,5.5,1,1,1,1,1]	[7.5,7.5,7.5,1,1,1,1,1]	[10,10,10,1,1,1,1,1]	7500	{"1":75000,"2":100,"3":1000,"4":500}	9103042	0		UI_CH00G506	CH00G506	1	[80,30,35,0,0,0,0,0]	0	[1,1,1,1,1,1]	[2,2,1,1,1,1]	[3,2,1,1,1,1]	[4,4,3,2,1,1]	[5,5,4,3,3,1]	[6,6,5,3,2,1]	["0201001","0201001","0201001","0201001","0201007","0201013"]	["0201002","0201002","0201007","0201007","0201013","0201013"]	["0201003","0201002","0201001","0201001","0201007","0201013"]	[]	[]	[]	0		none	C	10	1	0
0103507	9003043	[1.8,1.8,1.8,1,1,1,1,1]	[3.5,3.5,3.5,1,1,1,1,1]	[5.5,5.5,5.5,1,1,1,1,1]	[7.5,7.5,7.5,1,1,1,1,1]	[10,10,10,1,1,1,1,1]	160000	{"1":600000,"2":1600,"3":4000,"4":2000}	9103043	0		UI_CH00G507	CH00G507	1	[60,25,25,0,0,0,0,0]	0	[1,1,1,1,1,1]	[2,2,1,1,1,1]	[3,2,1,1,1,1]	[4,4,3,2,1,1]	[5,5,4,3,3,1]	[6,6,5,3,2,1]	["0201001","0201001","0201001","0201001","0201007","0201013"]	["0201002","0201002","0201007","0201007","0201013","0201013"]	["0201003","0201002","0201001","0201001","0201007","0201013"]	["0201004","0201004","0201009","0201008","0201013","0201013"]	["0201005","0201005","0201004","0201015","0201009","0201007"]	[]	0		none	A	30	2	5
0103065	9003044	[2.2,2.2,2.2,1,1,1,1,1]	[4,4,4,1,1,1,1,1]	[8,8,8,1,1,1,1,1]	[12,12,12,1,1,1,1,1]	[15,15,15,1,1,1,1,1]	240000	{"1":1200000,"2":3600,"3":6000,"4":3000}	9103044	0	0601025	UI_CH00G065	CH00G065	1	[65,30,40,0,0,0,0,0]	0	[1,1,1,1,1,1]	[2,2,1,1,1,1]	[3,2,1,1,1,1]	[4,4,3,2,1,1]	[5,5,4,3,3,1]	[6,6,5,3,2,1]	["0201001","0201001","0201001","0201001","0201007","0201013"]	["0201002","0201002","0201007","0201007","0201013","0201013"]	["0201003","0201002","0201001","0201001","0201007","0201013"]	["0201004","0201004","0201009","0201008","0201013","0201013"]	["0201005","0201005","0201004","0201015","0201009","0201007"]	["0201006","0201006","0201005","0201057","0201056","0201055"]	0		vdraw	S	40	2	10
0103066	9003045	[2.2,2.2,2.2,1,1,1,1,1]	[4,4,4,1,1,1,1,1]	[8,8,8,1,1,1,1,1]	[12,12,12,1,1,1,1,1]	[15,15,15,1,1,1,1,1]	240000	{"1":1200000,"2":3600,"3":6000,"4":3000}	9103045	0	0601024	UI_CH00G066	CH00G066	1	[60,72,48,0,0,0,0,0]	0	[1,1,1,1,1,1]	[2,2,1,1,1,1]	[3,2,1,1,1,1]	[4,4,3,2,1,1]	[5,5,4,3,3,1]	[6,6,5,3,2,1]	["0201007","0201007","0201013","0201055","0201055","0201049"]	["0201008","0201008","0201013","0201055","0201055","0201049"]	["0201009","0201008","0201001","0201001","0201013","0201013"]	["0201010","0201010","0201015","0201002","0201055","0201055"]	["0201011","0201011","0201010","0201057","0201057","0201049"]	["0201006","0201006","0201005","0201057","0201056","0201055"]	0		none	S	40	2	10
0103067	9003046	[2.2,2.2,2.2,1,1,1,1,1]	[4,4,4,1,1,1,1,1]	[8,8,8,1,1,1,1,1]	[12,12,12,1,1,1,1,1]	[15,15,15,1,1,1,1,1]	240000	{"1":1200000,"2":3600,"3":6000,"4":3000}	9103046	0	0601026	UI_CH00G067	CH00G067	1	[65,47,28,0,0,0,0,0]	0	[1,1,1,1,1,1]	[2,2,1,1,1,1]	[3,2,1,1,1,1]	[4,4,3,2,1,1]	[5,5,4,3,3,1]	[6,6,5,3,2,1]	["0201001","0201001","0201007","0201007","0201013","0201013"]	["0201002","0201002","0201001","0201001","0201013","0201013"]	["0201003","0201002","0201001","0201001","0201001","0201001"]	["0201004","0201004","0201003","0201002","0201049","0201049"]	["0201059","0201059","0201004","0201003","0201003","0201001"]	["0201006","0201006","0201005","0201057","0201056","0201055"]	0		v2draw	S	40	2	10
0103068	9003047	[1.8,1.8,1.8,1,1,1,1,1]	[3.5,3.5,3.5,1,1,1,1,1]	[5.5,5.5,5.5,1,1,1,1,1]	[7.5,7.5,7.5,1,1,1,1,1]	[10,10,10,1,1,1,1,1]	160000	{"1":600000,"2":1600,"3":4000,"4":2000}	9103047	0	0601027	UI_CH00G068	CH00G068	1	[65,65,50,0,0,0,0,0]	0	[1,1,1,1,1,1]	[2,2,1,1,1,1]	[3,2,1,1,1,1]	[4,4,3,2,1,1]	[5,5,4,3,3,1]	[6,6,5,3,2,1]	["0201001","0201001","0201001","0201007","0201007","0201007"]	["0201008","0201008","0201013","0201013","0201013","0201013"]	["0201003","0201008","0201013","0201013","0201013","0201013"]	["0201004","0201004","0201009","0201056","0201055","0201055"]	["0201011","0201011","0201052","0201051","0201051","0201001"]	[]	0		none	A	30	2	5
0103069	9003048	[1.8,1.8,1.8,1,1,1,1,1]	[3.5,3.5,3.5,1,1,1,1,1]	[5.5,5.5,5.5,1,1,1,1,1]	[7.5,7.5,7.5,1,1,1,1,1]	[10,10,10,1,1,1,1,1]	160000	{"1":600000,"2":1600,"3":4000,"4":2000}	9103048	0	0601029	UI_CH00G069	CH00G069	1	[70,65,45,0,0,0,0,0]	0	[1,1,1,1,1,1]	[2,2,1,1,1,1]	[3,2,1,1,1,1]	[4,4,3,2,1,1]	[5,5,4,3,3,1]	[6,6,5,3,2,1]	["0201001","0201001","0201001","0201001","0201007","0201013"]	["0201002","0201002","0201007","0201007","0201013","0201013"]	["0201003","0201002","0201001","0201001","0201007","0201013"]	["0201004","0201004","0201009","0201008","0201013","0201013"]	["0201005","0201005","0201004","0201015","0201009","0201007"]	[]	0		vdraw	A	30	2	5
0103070	9003049	[2.2,2.2,2.2,1,1,1,1,1]	[4,4,4,1,1,1,1,1]	[8,8,8,1,1,1,1,1]	[12,12,12,1,1,1,1,1]	[15,15,15,1,1,1,1,1]	240000	{"1":1200000,"2":3600,"3":6000,"4":3000}	9103049	0	0601030	UI_CH00G070	CH00G070	1	[35,72,29,0,0,0,0,0]	1	[1,1,1,1,1,1]	[2,2,1,1,1,1]	[3,2,1,1,1,1]	[4,4,3,2,1,1]	[5,5,4,3,3,1]	[6,6,5,3,2,1]	["0201007","0201007","0201007","0201007","0201007","0201007"]	["0201008","0201008","0201007","0201007","0201001","0201013"]	["0201009","0201008","0201001","0201001","0201013","0201013"]	["0201010","0201010","0201015","0201002","0201055","0201055"]	["0201011","0201011","0201010","0201057","0201057","0201049"]	["0201012","0201012","0201059","0201057","0201008","0201007"]	0		none	S	40	2	10
0103071	9003050	[2.2,2.2,2.2,1,1,1,1,1]	[4,4,4,1,1,1,1,1]	[8,8,8,1,1,1,1,1]	[12,12,12,1,1,1,1,1]	[15,15,15,1,1,1,1,1]	240000	{"1":1200000,"2":3600,"3":6000,"4":3000}	9103050	0		UI_CH00G071	CH00G071	1	[0,0,0,0,0,0,0,0]	1	[1,1,1,1,1,1]	[2,2,1,1,1,1]	[3,2,1,1,1,1]	[4,4,3,2,1,1]	[5,5,4,3,3,1]	[6,6,5,3,2,1]	["0201007","0201007","0201007","0201007","0201007","0201007"]	["0201008","0201008","0201007","0201007","0201001","0201013"]	["0201009","0201008","0201001","0201001","0201013","0201013"]	["0201010","0201010","0201015","0201002","0201055","0201055"]	["0201011","0201011","0201010","0201057","0201057","0201049"]	["0201012","0201012","0201059","0201057","0201008","0201007"]	0		none	S	40	2	10
0103072	9003051	[2.2,2.2,2.2,1,1,1,1,1]	[4,4,4,1,1,1,1,1]	[8,8,8,1,1,1,1,1]	[12,12,12,1,1,1,1,1]	[15,15,15,1,1,1,1,1]	240000	{"1":1200000,"2":3600,"3":6000,"4":3000}	9103051	0	0601031	UI_CH00G072	CH00G072	1	[30,40,65,0,0,0,0,0]	0	[1,1,1,1,1,1]	[2,2,1,1,1,1]	[3,2,1,1,1,1]	[4,4,3,2,1,1]	[5,5,4,3,3,1]	[6,6,5,3,2,1]	["0201001","0201001","0201007","0201007","0201013","0201013"]	["0201002","0201002","0201007","0201007","0201013","0201013"]	["0201015","0201014","0201001","0201001","0201001","0201001"]	["0201058","0201058","0201003","0201002","0201013","0201013"]	["0201059","0201059","0201004","0201015","0201015","0201001"]	["0201006","0201006","0201059","0201057","0201008","0201007"]	0		v2draw	S	40	2	10
0103073	9003052	[2.2,2.2,2.2,1,1,1,1,1]	[4,4,4,1,1,1,1,1]	[8,8,8,1,1,1,1,1]	[12,12,12,1,1,1,1,1]	[15,15,15,1,1,1,1,1]	240000	{"1":1200000,"2":3600,"3":6000,"4":3000}	9103052	0	0601032	UI_CH00G073	CH00G073	1	[72,55,55,0,0,0,0,0]	0	[1,1,1,1,1,1]	[2,2,1,1,1,1]	[3,2,1,1,1,1]	[4,4,3,2,1,1]	[5,5,4,3,3,1]	[6,6,5,3,2,1]	["0201001","0201001","0201001","0201001","0201007","0201013"]	["0201002","0201002","0201007","0201007","0201013","0201013"]	["0201003","0201002","0201001","0201001","0201007","0201013"]	["0201004","0201004","0201009","0201008","0201013","0201013"]	["0201005","0201005","0201004","0201015","0201009","0201007"]	["0201006","0201006","0201059","0201057","0201008","0201007"]	0		vdraw	S	40	2	10
0103074	9003053	[2.2,2.2,2.2,1,1,1,1,1]	[4,4,4,1,1,1,1,1]	[8,8,8,1,1,1,1,1]	[12,12,12,1,1,1,1,1]	[15,15,15,1,1,1,1,1]	240000	{"1":1200000,"2":3600,"3":6000,"4":3000}	9103053	0	0601033	UI_CH00G074	CH00G074	1	[65,50,65,0,0,0,0,0]	0	[1,1,1,1,1,1]	[2,2,1,1,1,1]	[3,2,1,1,1,1]	[4,4,3,2,1,1]	[5,5,4,3,3,1]	[6,6,5,3,2,1]	["0201001","0201001","0201001","0201013","0201013","0201013"]	["0201014","0201014","0201007","0201007","0201007","0201007"]	["0201003","0201002","0201013","0201013","0201013","0201013"]	["0201016","0201016","0201003","0201056","0201055","0201055"]	["0201005","0201005","0201052","0201051","0201051","0201013"]	["0201006","0201006","0201059","0201057","0201008","0201007"]	0		drop	S	40	2	10
0103075	9003054	[1.8,1.8,1.8,1,1,1,1,1]	[3.5,3.5,3.5,1,1,1,1,1]	[5.5,5.5,5.5,1,1,1,1,1]	[7.5,7.5,7.5,1,1,1,1,1]	[10,10,10,1,1,1,1,1]	160000	{"1":600000,"2":1600,"3":4000,"4":2000}	9103054	0	0601034	UI_CH00G075	CH00G075	1	[50,65,65,0,0,0,0,0]	0	[1,1,1,1,1,1]	[2,2,1,1,1,1]	[3,2,1,1,1,1]	[4,4,3,2,1,1]	[5,5,4,3,3,1]	[6,6,5,3,2,1]	["0201007","0201007","0201007","0201013","0201013","0201013"]	["0201008","0201008","0201013","0201013","0201013","0201013"]	["0201009","0201014","0201001","0201001","0201001","0201001"]	["0201010","0201010","0201015","0201056","0201055","0201055"]	["0201011","0201011","0201052","0201051","0201051","0201013"]	[]	0		drop	A	30	2	5
0103076	9003055	[2.2,2.2,2.2,1,1,1,1,1]	[4,4,4,1,1,1,1,1]	[8,8,8,1,1,1,1,1]	[12,12,12,1,1,1,1,1]	[15,15,15,1,1,1,1,1]	240000	{"1":1200000,"2":3600,"3":6000,"4":3000}	9103055	0	0601035	UI_CH00G076	CH00G076	1	[63,35,35,0,0,0,0,0]	0	[1,1,1,1,1,1]	[2,2,1,1,1,1]	[3,2,1,1,1,1]	[4,4,3,2,1,1]	[5,5,4,3,3,1]	[6,6,5,3,2,1]	["0201001","0201001","0201001","0201007","0201007","0201007"]	["0201008","0201008","0201013","0201013","0201013","0201013"]	["0201003","0201008","0201013","0201013","0201013","0201013"]	["0201004","0201004","0201009","0201056","0201055","0201055"]	["0201011","0201011","0201052","0201051","0201051","0201001"]	["0201006","0201006","0201005","0201057","0201056","0201055"]	0		v2draw	S	40	2	10
0103077	9003056	[2.2,2.2,2.2,1,1,1,1,1]	[4,4,4,1,1,1,1,1]	[8,8,8,1,1,1,1,1]	[12,12,12,1,1,1,1,1]	[15,15,15,1,1,1,1,1]	240000	{"1":1200000,"2":3600,"3":6000,"4":3000}	9103056	0	0601036	UI_CH00G077	CH00G077	1	[30,80,37,0,0,0,0,0]	0	[1,1,1,1,1,1]	[2,2,1,1,1,1]	[3,2,1,1,1,1]	[4,4,3,2,1,1]	[5,5,4,3,3,1]	[6,6,5,3,2,1]	["0201007","0201007","0201013","0201055","0201055","0201049"]	["0201008","0201008","0201013","0201055","0201055","0201049"]	["0201009","0201008","0201001","0201001","0201013","0201013"]	["0201010","0201010","0201015","0201002","0201055","0201055"]	["0201011","0201011","0201010","0201057","0201057","0201049"]	["0201012","0201012","0201059","0201057","0201008","0201007"]	0		vdraw	S	40	2	10
0103078	9003057	[1.8,1.8,1.8,1,1,1,1,1]	[3.5,3.5,3.5,1,1,1,1,1]	[5.5,5.5,5.5,1,1,1,1,1]	[7.5,7.5,7.5,1,1,1,1,1]	[10,10,10,1,1,1,1,1]	160000	{"1":600000,"2":1600,"3":4000,"4":2000}	9103057	0	0601037	UI_CH00G078	CH00G078	1	[55,58,75,0,0,0,0,0]	0	[1,1,1,1,1,1]	[2,2,1,1,1,1]	[3,2,1,1,1,1]	[4,4,3,2,1,1]	[5,5,4,3,3,1]	[6,6,5,3,2,1]	["0201007","0201007","0201007","0201013","0201013","0201013"]	["0201008","0201008","0201013","0201013","0201013","0201013"]	["0201009","0201014","0201001","0201001","0201001","0201001"]	["0201010","0201010","0201015","0201056","0201055","0201055"]	["0201011","0201011","0201052","0201051","0201051","0201013"]	[]	0		v2draw	A	30	2	5
0103079	9003058	[2.2,2.2,2.2,1,1,1,1,1]	[4,4,4,1,1,1,1,1]	[8,8,8,1,1,1,1,1]	[12,12,12,1,1,1,1,1]	[15,15,15,1,1,1,1,1]	240000	{"1":1200000,"2":3600,"3":6000,"4":3000}	9103058	0	0601038	UI_CH00G079	CH00G079	1	[23,40,40,0,0,0,0,0]	0	[1,1,1,1,1,1]	[2,2,1,1,1,1]	[3,2,1,1,1,1]	[4,4,3,2,1,1]	[5,5,4,3,3,1]	[6,6,5,3,2,1]	["0201001","0201001","0201007","0201007","0201013","0201013"]	["0201014","0201014","0201007","0201007","0201007","0201007"]	["0201009","0201014","0201001","0201001","0201001","0201001"]	["0201004","0201004","0201009","0201008","0201013","0201013"]	["0201016","0201016","0201010","0201051","0201051","0201049"]	["0201054","0201054","0201011","0201009","0201008","0201007"]	0		none	S	40	2	10
0103080	9003059	[2.2,2.2,2.2,1,1,1,1,1]	[4,4,4,1,1,1,1,1]	[8,8,8,1,1,1,1,1]	[12,12,12,1,1,1,1,1]	[15,15,15,1,1,1,1,1]	240000	{"1":1200000,"2":3600,"3":6000,"4":3000}	9103059	0	0601039	UI_CH00G080	CH00G080	1	[20,65,30,5,5,0,25,0]	0	[1,1,1,1,1,1]	[2,2,1,1,1,1]	[3,2,1,1,1,1]	[4,4,3,2,1,1]	[5,5,4,3,3,1]	[6,6,5,3,2,1]	["0201007","0201007","0201007","0201007","0201007","0201007"]	["0201008","0201008","0201007","0201007","0201001","0201013"]	["0201009","0201008","0201001","0201001","0201013","0201013"]	["0201010","0201010","0201015","0201002","0201055","0201055"]	["0201011","0201011","0201010","0201057","0201057","0201049"]	["0201012","0201012","0201059","0201057","0201008","0201007"]	0		v2draw	S	40	2	10
0103081	9003060	[2.2,2.2,2.2,1,1,1,1,1]	[4,4,4,1,1,1,1,1]	[8,8,8,1,1,1,1,1]	[12,12,12,1,1,1,1,1]	[15,15,15,1,1,1,1,1]	240000	{"1":1200000,"2":3600,"3":6000,"4":3000}	9103060	0	0601040	UI_CH00G081	CH00G081	1	[64,40,78,0,0,0,0,0]	0	[1,1,1,1,1,1]	[2,2,1,1,1,1]	[3,2,1,1,1,1]	[4,4,3,2,1,1]	[5,5,4,3,3,1]	[6,6,5,3,2,1]	["0201001","0201001","0201007","0201007","0201013","0201013"]	["0201002","0201002","0201007","0201007","0201013","0201013"]	["0201015","0201014","0201001","0201001","0201001","0201001"]	["0201058","0201058","0201003","0201002","0201013","0201013"]	["0201059","0201059","0201004","0201015","0201015","0201001"]	["0201006","0201006","0201059","0201057","0201008","0201007"]	0		drop	S	40	2	10
0103082	9003061	[2.2,2.2,2.2,1,1,1,1,1]	[4,4,4,1,1,1,1,1]	[8,8,8,1,1,1,1,1]	[12,12,12,1,1,1,1,1]	[15,15,15,1,1,1,1,1]	240000	{"1":1200000,"2":3600,"3":6000,"4":3000}	9103061	0	0601041	UI_CH00G082	CH00G082	1	[65,70,45,0,0,0,0,0]	0	[1,1,1,1,1,1]	[2,2,1,1,1,1]	[3,2,1,1,1,1]	[4,4,3,2,1,1]	[5,5,4,3,3,1]	[6,6,5,3,2,1]	["0201001","0201001","0201007","0201007","0201013","0201013"]	["0201002","0201002","0201007","0201007","0201013","0201013"]	["0201009","0201008","0201001","0201001","0201001","0201001"]	["0201010","0201010","0201003","0201002","0201013","0201013"]	["0201059","0201059","0201004","0201009","0201009","0201001"]	["0201006","0201006","0201059","0201057","0201008","0201007"]	0		vdraw	S	40	2	10
0103083	9003062	[2.2,2.2,2.2,1,1,1,1,1]	[4,4,4,1,1,1,1,1]	[8,8,8,1,1,1,1,1]	[12,12,12,1,1,1,1,1]	[15,15,15,1,1,1,1,1]	240000	{"1":1200000,"2":3600,"3":6000,"4":3000}	9103062	0	0601042	UI_CH00G083	CH00G083	1	[68,49,65,0,0,0,0,0]	0	[1,1,1,1,1,1]	[2,2,1,1,1,1]	[3,2,1,1,1,1]	[4,4,3,2,1,1]	[5,5,4,3,3,1]	[6,6,5,3,2,1]	["0201001","0201001","0201007","0201007","0201013","0201013"]	["0201002","0201002","0201001","0201001","0201013","0201013"]	["0201003","0201002","0201001","0201001","0201001","0201001"]	["0201004","0201004","0201003","0201002","0201049","0201049"]	["0201059","0201059","0201004","0201003","0201003","0201001"]	["0201006","0201006","0201059","0201057","0201008","0201007"]	0		none	S	40	2	10
0103084	9003063	[2.2,2.2,2.2,1,1,1,1,1]	[4,4,4,1,1,1,1,1]	[8,8,8,1,1,1,1,1]	[12,12,12,1,1,1,1,1]	[15,15,15,1,1,1,1,1]	240000	{"1":1200000,"2":3600,"3":6000,"4":3000}	9103063	0	0601043	UI_CH00G084	CH00G084	1	[65,35,35,0,0,0,0,0]	0	[1,1,1,1,1,1]	[2,2,1,1,1,1]	[3,2,1,1,1,1]	[4,4,3,2,1,1]	[5,5,4,3,3,1]	[6,6,5,3,2,1]	["0201007","0201007","0201007","0201007","0201007","0201007"]	["0201008","0201008","0201007","0201007","0201001","0201013"]	["0201009","0201008","0201001","0201001","0201013","0201013"]	["0201010","0201010","0201015","0201002","0201055","0201055"]	["0201011","0201011","0201010","0201057","0201057","0201049"]	["0201012","0201012","0201059","0201057","0201008","0201007"]	0		v2draw	S	40	2	10
0103085	9003064	[2.2,2.2,2.2,1,1,1,1,1]	[4,4,4,1,1,1,1,1]	[8,8,8,1,1,1,1,1]	[12,12,12,1,1,1,1,1]	[15,15,15,1,1,1,1,1]	240000	{"1":1200000,"2":3600,"3":6000,"4":3000}	9103064	0	0601044	UI_CH00G085	CH00G085	1	[70,37,30,0,0,0,0,0]	0	[1,1,1,1,1,1]	[2,2,1,1,1,1]	[3,2,1,1,1,1]	[4,4,3,2,1,1]	[5,5,4,3,3,1]	[6,6,5,3,2,1]	["0201001","0201001","0201001","0201007","0201007","0201007"]	["0201008","0201008","0201013","0201013","0201013","0201013"]	["0201003","0201008","0201013","0201013","0201013","0201013"]	["0201004","0201004","0201009","0201056","0201055","0201055"]	["0201011","0201011","0201052","0201051","0201051","0201001"]	["0201006","0201006","0201059","0201057","0201008","0201007"]	0		vdraw	S	40	2	10
