專屬碼	名稱	限制時間	拳館獲得經驗值	角色獲得經驗值	消耗行動力	失敗消耗行動力	次數限制	獎勵	NPC專屬碼	NPC_AI模式	NPC_難度	是否可重覆	獲得金幣倍率	賽場編號	賽場徽標	拳館等級需求	據點ICON	關卡敘述	NPC爬起次數 	讀秒區間1	讀秒區間2	圖紙	回合時間	勝利條件類型	勝利條件變數	爆衣機率	頭套ID
1010091	9013171	3	28	83	28	6	0	{"150":{"0202008":{"amount":1}},"1000":{"0511004":{"base":1,"amount":2},"0511016":{"base":5,"amount":3},"0511003":{"base":3,"amount":2},"0506076":{"amount":6}}}	2001057	196	2.00	1	3.70	outer_floor_d3	ring_floor_d3	81	stage10map_point_03	9113171	2	4	8	{}	0	0	0	60	
1010092	9013171	3	28	83	28	6	0	{"150":{"0202008":{"amount":1}},"1000":{"0511022":{"base":1,"amount":2},"0511014":{"base":5,"amount":3},"0511003":{"base":3,"amount":2},"0506077":{"amount":3}}}	2001057	196	2.00	1	3.70	outer_floor_d3	ring_floor_d3	81	stage10map_point_03	9113171	2	4	8	{}	0	0	0	30	
1010093	9013171	3	28	83	28	6	0	{"150":{"0502039":{"amount":1}},"1000":{"0511022":{"base":1,"amount":2},"0511014":{"base":5,"amount":3},"0511003":{"base":3,"amount":2},"0506078":{"amount":6}}}	2001057	196	2.00	1	3.70	outer_floor_d3	ring_floor_d3	81	stage10map_point_03	9113171	2	4	8	{}	0	0	0	10	
1010121	9013174	3	28	85	28	6	0	{"150":{"0202009":{"amount":1}},"1000":{"0511016":{"base":1,"amount":2},"0511028":{"base":5,"amount":3},"0511022":{"base":3,"amount":2},"0506084":{"amount":6}}}	2001058	197	2.00	1	3.80	outer_floor_d3	ring_floor_d3	81	stage10map_point_04	9113174	2	4	8	{}	0	0	0	60	
1010122	9013174	3	28	85	28	6	0	{"150":{"0202008":{"amount":1}},"1000":{"0511016":{"base":1,"amount":2},"0511020":{"base":5,"amount":3},"0511021":{"base":3,"amount":2},"0506085":{"amount":6}}}	2001058	197	2.00	1	3.80	outer_floor_d3	ring_floor_d3	81	stage10map_point_04	9113174	2	4	8	{}	0	0	0	30	
1010123	9013174	3	28	85	28	6	0	{"150":{"0502039":{"amount":1}},"1000":{"0511016":{"base":1,"amount":2},"0511020":{"base":5,"amount":3},"0511021":{"base":3,"amount":2},"0506086":{"amount":6},"0506087":{"amount":3}}}	2001058	197	2.00	1	3.80	outer_floor_d3	ring_floor_d3	81	stage10map_point_04	9113174	2	4	8	{}	0	0	0	10	
1010151	9013177	3	28	85	28	6	0	{"150":{"0202008":{"base":1,"amount":2}},"1000":{"0511016":{"base":1,"amount":2},"0511028":{"base":5,"amount":3},"0511004":{"base":3,"amount":2},"0506091":{"amount":6},"0506092":{"amount":6}}}	2001059	198	2.00	1	3.90	outer_floor_d3	ring_floor_d3	81	stage10map_point_05	9113177	2	4	8	{}	0	0	0	60	
1010152	9013177	3	28	85	28	6	0	{"150":{"0202008":{"base":1,"amount":2}},"1000":{"0511016":{"base":1,"amount":2},"0511026":{"base":5,"amount":3},"0511029":{"base":3,"amount":2},"0506093":{"amount":6}}}	2001059	198	2.00	1	3.90	outer_floor_d3	ring_floor_d3	81	stage10map_point_05	9113177	2	4	8	{}	0	0	0	30	
1010153	9013177	3	28	85	28	6	0	{"150":{"0501027":{"amount":5}},"1000":{"0511016":{"base":1,"amount":2},"0511026":{"base":5,"amount":3},"0511029":{"base":3,"amount":2},"0506097":{"amount":6}}}	2001059	198	2.00	1	3.90	outer_floor_d3	ring_floor_d3	81	stage10map_point_05	9113177	2	4	8	{}	0	0	0	10	
1010181	9013180	3	28	85	28	6	0	{"150":{"0202009":{"base":1,"amount":2}},"1000":{"0511016":{"base":1,"amount":2},"0511004":[{"base":5,"amount":3},{"base":3,"amount":2}],"0506658":{"amount":6}}}	2001060	199	2.00	1	4.00	outer_floor_d3	ring_floor_d3	81	stage10map_point_06	9113180	2	4	8	{}	0	0	0	60	
1010182	9013180	3	28	85	28	6	0	{"150":{"0202008":{"base":1,"amount":2}},"1000":{"0511016":{"base":1,"amount":2},"0511002":{"base":5,"amount":3},"0511021":{"base":3,"amount":2},"0506664":{"amount":6}}}	2001060	199	2.00	1	4.00	outer_floor_d3	ring_floor_d3	81	stage10map_point_06	9113180	2	4	8	{}	0	0	0	30	
1010183	9013180	3	28	85	28	6	0	{"150":{"0501027":{"amount":5}},"1000":{"0511016":{"base":1,"amount":2},"0511002":{"base":5,"amount":3},"0511021":{"base":3,"amount":2},"0506680":{"amount":6}}}	2001060	199	2.00	1	4.00	outer_floor_d3	ring_floor_d3	81	stage10map_point_06	9113180	2	4	8	{}	0	0	0	10	
1011011	9013180	3	12	32	12	2	3	{"1000":{"0503003":{"base":1,"amount":2},"0511001":{"base":5,"amount":3},"0511007":{"base":3,"amount":2},"0502502":{"amount":1}}}	2001001	14	2.00	1	1.30	outer_floor_d	ring_floor_d	0	stage01map_point_01	9113180	0	0	0	{}	0	0	0	0	
1501001	9015001	3	6	50	6	1	2	{"1000":{"0202006":{"base":10,"amount":5}},"300":{"0202006":{"amount":2}}}	2001197	110	1.00	1	1.00	outer_floor_d6	ring_floor_d6	14		9115001	0	0	0	{}	0	0	0	0	
1501002	9015002	3	6	60	6	1	2	{"1000":{"0202006":{"base":5,"amount":5},"0202005":{"base":3,"amount":2}},"300":{"0202005":{"amount":2}}}	2001198	110	2.00	1	5.00	outer_floor_d6	ring_floor_d6	30		9115001	1	3	8	{}	0	0	0	0	
1501003	9015003	3	12	70	12	2	3	{"1000":{"0202006":{"base":2,"amount":3},"0202005":{"base":3,"amount":2},"0202004":{"base":3,"amount":2}},"300":{"0202004":{"amount":2}}}	2001199	110	3.00	1	10.00	outer_floor_d6	ring_floor_d6	50		9115001	2	4	7	{}	0	0	0	0	
1502001	9015005	3	6	50	6	1	2	{"1000":{"0202009":{"base":5,"amount":5}},"300":{"0202009":{"amount":2}}}	2001201	111	1.00	1	1.00	outer_floor_d7	ring_floor_d7	14		9115002	0	0	0	{}	0	0	0	0	
1502002	9015006	3	6	60	6	1	2	{"1000":{"0202009":{"base":5,"amount":3},"0202008":{"base":1,"amount":2}},"300":{"0202008":{"amount":2}}}	2001202	111	2.00	1	5.00	outer_floor_d7	ring_floor_d7	30		9115002	1	3	8	{}	0	0	0	0	
1502003	9015007	3	12	70	12	2	3	{"1000":{"0202009":{"base":5,"amount":3},"0202008":{"base":1,"amount":2},"0202007":{"base":1,"amount":2}},"300":{"0202007":{"amount":2}}}	2001203	111	3.00	1	10.00	outer_floor_d7	ring_floor_d7	50		9115002	2	4	7	{}	0	0	0	0	
1601001	9016001	3	6	50	6	1	3	{"1000":{"0511002":{"base":5,"amount":5},"0511003":{"base":5,"amount":5},"0510006":{"base":5,"amount":5}}}	2001181	112	1.00	1	1.00	outer_floor_d8	ring_floor_d8	20		9116001	0	0	0	{}	0	0	0	0	
1601002	9016002	3	6	60	6	1	3	{"1000":{"0511031":{"base":5,"amount":5},"0511004":{"base":5,"amount":5},"0510007":{"base":5,"amount":5}}}	2001182	112	2.00	1	5.00	outer_floor_d8	ring_floor_d8	30		9116001	1	3	8	{}	0	0	0	0	
1601003	9016003	3	12	70	12	2	3	{"1000":{"0511032":{"base":5,"amount":5},"0511005":{"base":5,"amount":5},"0510011":{"base":5,"amount":5}}}	2001183	112	3.00	1	10.00	outer_floor_d8	ring_floor_d8	60		9116001	2	4	7	{}	0	0	0	0	
1602001	9016005	3	6	50	6	1	3	{"1000":{"0511008":{"base":5,"amount":5},"0511009":{"base":5,"amount":5},"0510001":{"base":5,"amount":5}}}	2001185	113	1.00	1	1.00	outer_floor_d8	ring_floor_d8	20		9116002	0	0	0	{}	0	0	0	0	
1602002	9016006	3	6	60	6	1	3	{"1000":{"0511037":{"base":5,"amount":5},"0511010":{"base":5,"amount":5},"0510002":{"base":5,"amount":5}}}	2001186	113	2.00	1	5.00	outer_floor_d8	ring_floor_d8	30		9116002	1	3	8	{}	0	0	0	0	
1602003	9016007	3	12	70	12	2	3	{"1000":{"0511038":{"base":5,"amount":5},"0511011":{"base":5,"amount":5},"0510016":{"base":5,"amount":5}}}	2001187	113	3.00	1	10.00	outer_floor_d8	ring_floor_d8	60		9116002	2	4	7	{}	0	0	0	0	
1603001	9016009	3	6	50	6	1	3	{"1000":{"0511014":{"base":5,"amount":5},"0511015":{"base":5,"amount":5},"0510006":{"base":5,"amount":5}}}	2001189	114	1.00	1	1.00	outer_floor_d8	ring_floor_d8	20		9116003	0	0	0	{}	0	0	0	0	
1603002	9016010	3	6	60	6	1	3	{"1000":{"0511043":{"base":5,"amount":5},"0511016":{"base":5,"amount":5},"0510002":{"base":5,"amount":5}}}	2001190	114	2.00	1	5.00	outer_floor_d8	ring_floor_d8	30		9116003	1	3	8	{}	0	0	0	0	
1603003	9016011	3	12	70	12	2	3	{"1000":{"0511044":{"base":5,"amount":5},"0511017":{"base":5,"amount":5},"0510011":{"base":5,"amount":5}}}	2001191	114	3.00	1	10.00	outer_floor_d8	ring_floor_d8	60		9116003	2	4	7	{}	0	0	0	0	
1604001	9016013	1	6	50	6	1	3	{"1000":{"0511026":{"base":5,"amount":5},"0511020":{"base":5,"amount":5},"0510001":{"base":5,"amount":5}}}	2001193	115	1.00	1	1.00	outer_floor_d8	ring_floor_d8	20		9116004	0	0	0	{}	0	0	0	0	
1604002	9016014	1	6	60	6	1	3	{"1000":{"0511027":{"base":5,"amount":5},"0511021":{"base":5,"amount":5},"0510007":{"base":5,"amount":5}}}	2001194	115	2.00	1	5.00	outer_floor_d8	ring_floor_d8	30		9116004	1	3	8	{}	0	0	0	0	
1604003	9016015	1	12	70	12	2	3	{"1000":{"0511028":{"base":5,"amount":5},"0511022":{"base":5,"amount":5},"0510016":{"base":5,"amount":5}}}	2001195	115	3.00	1	10.00	outer_floor_d8	ring_floor_d8	60		9116004	2	4	7	{}	0	0	0	0	
1801001	あかの他人1	3	0	0	0	0	0	{"1000":{"AP":{"amount":2}}}	1100001	1010	1.00	0	0.00	outer_floor_d6	ring_floor_d6	0			3	4	8	{}	0	0	0	0	
1801002	あかの他人2	3	0	0	0	0	0	{"1000":{"AP":{"amount":2}}}	1100002	1011	1.00	0	0.00	outer_floor_d6	ring_floor_d6	0			3	4	8	{}	0	0	0	0	
1801003	あかの他人3	3	0	0	0	0	0	{"1000":{"AP":{"amount":2}}}	1100003	1012	1.00	0	0.00	outer_floor_d6	ring_floor_d6	0			3	4	8	{}	0	0	0	0	
1801004	あかの他人4	3	0	0	0	0	0	{"1000":{"AP":{"amount":2}}}	1100004	1013	1.00	0	0.00	outer_floor_d6	ring_floor_d6	0			3	4	8	{}	0	0	0	0	
1801005	あかの他人5	3	0	0	0	0	0	{"1000":{"AP":{"amount":2}}}	1100005	1014	1.00	0	0.00	outer_floor_d6	ring_floor_d6	0			3	4	8	{}	0	0	0	0	
1801006	あかの他人6	3	0	0	0	0	0	{"1000":{"AP":{"amount":2}}}	1100006	1015	1.00	0	0.00	outer_floor_d6	ring_floor_d6	0			3	4	8	{}	0	0	0	0	
1901001	PVP1	3	0	0	0	0	0	{}	1100001	1010	1.00	0	0.00	outer_floor_d6	ring_floor_d6	0			3	4	8	{}	0	0	0	0	
1901002	PVP2	3	0	0	0	0	0	{}	1100002	1011	1.00	0	0.00	outer_floor_d6	ring_floor_d6	0			3	4	8	{}	0	0	0	0	
1901003	PVP3	3	0	0	0	0	0	{}	1100003	1012	1.00	0	0.00	outer_floor_d6	ring_floor_d6	0			3	4	8	{}	0	0	0	0	
1901004	PVP4	3	0	0	0	0	0	{}	1100004	1013	1.00	0	0.00	outer_floor_d6	ring_floor_d6	0			3	4	8	{}	0	0	0	0	
1901005	PVP5	3	0	0	0	0	0	{}	1100005	1014	1.00	0	0.00	outer_floor_d6	ring_floor_d6	0			3	4	8	{}	0	0	0	0	
1901006	PVP6	3	0	0	0	0	0	{}	1100006	1015	1.00	0	0.00	outer_floor_d6	ring_floor_d6	0			3	4	8	{}	0	0	0	0	
3101001	エリート覇権争いD1	3	0	0	0	0	0	{}	2001196	1010	0.20	0	0.80	outer_floor_d6	ring_floor_d6	0			0	0	0	{}	0	0	0	0	
3101002	エリート覇権争いD2	3	0	0	0	0	0	{}	2001196	1011	0.20	0	1.00	outer_floor_d6	ring_floor_d6	0			0	0	0	{}	0	0	0	0	
3101003	エリート覇権争いD3	3	0	0	0	0	0	{}	2001196	1012	0.20	0	1.10	outer_floor_d6	ring_floor_d6	0			0	0	0	{}	0	0	0	0	
3101004	宝箱１	3	0	0	0	0	1	{"1000":{"ecoin":{"amount":50}}}	2001196	1013	1.00	0	0.00	outer_floor_d6	ring_floor_d6	0	寶箱群組D		0	0	0	{}	0	0	0	0	
3101005	エリート覇権争いC1	3	0	0	0	0	0	{}	2001196	1014	0.40	0	1.20	outer_floor_d6	ring_floor_d6	0			0	0	0	{}	0	0	0	0	
3101006	エリート覇権争いC2	3	0	0	0	0	0	{}	2001196	1015	0.40	0	1.50	outer_floor_d6	ring_floor_d6	0			0	0	0	{}	0	0	0	0	
3101007	エリート覇権争いC3	3	0	0	0	0	0	{}	2001196	1016	0.40	0	1.80	outer_floor_d6	ring_floor_d6	0			0	0	0	{}	0	0	0	0	
3101008	宝箱２	3	0	0	0	0	1	{"1000":{"ecoin":{"amount":100}}}	2001196	1010	1.00	0	0.00	outer_floor_d7	ring_floor_d7	0	寶箱群組C		0	0	0	{}	0	0	0	0	
3101009	エリート覇権争いB1	3	0	0	0	0	0	{}	2001196	1011	0.50	0	2.00	outer_floor_d7	ring_floor_d7	0			1	4	8	{}	0	0	0	0	
3101010	エリート覇権争いB2	3	0	0	0	0	0	{}	2001196	1012	0.50	0	2.20	outer_floor_d7	ring_floor_d7	0			1	4	8	{}	0	0	0	0	
3101011	エリート覇権争いB3	3	0	0	0	0	0	{}	2001196	1013	0.50	0	2.50	outer_floor_d7	ring_floor_d7	0			1	4	8	{}	0	0	0	0	
3101012	宝箱３	3	0	0	0	0	1	{"1000":{"ecoin":{"amount":100}}}	2001196	1014	1.00	0	0.00	outer_floor_d7	ring_floor_d7	0	寶箱群組B		0	0	0	{}	0	0	0	0	
3101013	エリート覇権争いA1	3	0	0	0	0	0	{}	2001196	1015	0.60	0	2.60	outer_floor_d7	ring_floor_d7	0			1	4	8	{}	0	0	0	0	
3101014	エリート覇権争いA2	3	0	0	0	0	0	{}	2001196	1016	0.60	0	2.70	outer_floor_d7	ring_floor_d7	0			1	4	8	{}	0	0	0	0	
3101015	エリート覇権争いA3	3	0	0	0	0	0	{}	2001196	1010	0.60	0	2.80	outer_floor_d7	ring_floor_d7	0			1	4	8	{}	0	0	0	0	
3101016	宝箱４	3	0	0	0	0	1	{"1000":{"ecoin":{"amount":200}}}	2001196	1011	1.00	0	0.00	outer_floor_d8	ring_floor_d8	0	寶箱群組A		0	0	0	{}	0	0	0	0	
3101017	エリート覇権争いS1	3	0	0	0	0	0	{}	2001196	1012	0.80	0	3.00	outer_floor_d8	ring_floor_d8	0			2	8	9	{}	0	0	0	0	
3101018	エリート覇権争いS2	3	0	0	0	0	0	{}	2001196	1013	0.80	0	3.50	outer_floor_d8	ring_floor_d8	0			2	8	9	{}	0	0	0	0	
3101019	エリート覇権争いS3	3	0	0	0	0	0	{}	2001196	1014	0.80	0	4.00	outer_floor_d8	ring_floor_d8	0			2	8	9	{}	0	0	0	0	
3101020	宝箱５	3	0	0	0	0	1	{"1000":{"ecoin":{"amount":250}}}	2001196	1015	1.00	0	0.00	outer_floor_d8	ring_floor_d8	0	寶箱群組S		0	0	0	{}	0	0	0	0	
3201030	9013903	3	0	0	0	0	0	{}	2001205	7	1.00	1	0.00	outer_floor_d	ring_floor_d	0	stage00map_point_01	9113903	0	0	0	{}	0	0	0	0	
3201060	9013906	3	6	0	0	0	0	{"1000":{"vcoin":{"amount":50},"0201019":{"amount":2},"gcoin":{"amount":1500}}}	2001208	2	1.00	1	0.80	outer_floor_d	ring_floor_d	0	stage00map_point_02	9113906	0	0	0	{}	0	0	0	0	
3201090	9013909	3	6	0	0	0	0	{"1000":{"vcoin":{"amount":50},"0201026":{"amount":2},"gcoin":{"amount":1500}}}	2001209	2	1.00	1	0.80	outer_floor_d	ring_floor_d	0	stage00map_point_02	9113909	0	0	0	{"1000":{"5002035":{"base":1,"amount":1}}}	0	0	0	0	
8001010	9082001	1	6	28	6	1	0	{"1000":{"0511004":{"amount":25},"6001040":{"amount":1}}}	2001210	1013	1.00	0	1.20	outer_floor_d	ring_floor_d	0	stage01map_point_06	9182001	1	3	7	{}	50	9	1	0	
8001011	9082002	1	6	28	6	1	0	{"1000":{"0511010":{"amount":25},"6001040":{"amount":1}}}	2001211	1011	1.00	0	1.20	outer_floor_d	ring_floor_d	0	stage01map_point_06	9182001	1	3	7	{}	50	6	1	0	
8001012	9082003	1	6	28	6	1	0	{"1000":{"0511016":{"amount":25},"6001040":{"amount":1}}}	2001212	1017	1.00	0	1.20	outer_floor_d	ring_floor_d	0	stage01map_point_06	9182001	1	3	7	{}	50	5	30	0	
8001013	9082004	1	6	28	6	1	0	{"1000":{"0511004":{"amount":25},"6001040":{"amount":1}}}	2001213	1014	1.00	0	1.20	outer_floor_d	ring_floor_d	0	stage01map_point_06	9182001	1	3	7	{}	50	7	200	0	
8001014	9082005	1	6	28	6	1	0	{"1000":{"0511010":{"amount":25},"6001040":{"amount":1}}}	2001214	1011	1.00	0	1.20	outer_floor_d	ring_floor_d	0	stage01map_point_06	9182001	1	3	7	{}	50	1	2000	0	
8001015	9082006	3	6	28	6	1	0	{"1000":{"0511016":{"amount":25},"6001040":{"amount":2}}}	2001215	1011	1.00	0	1.20	outer_floor_d	ring_floor_d	0	stage01map_point_06	9182001	1	1	3	{}	50	2	30	0	
8001016	9082007	1	6	28	6	1	0	{"1000":{"0511004":{"amount":25},"6001040":{"amount":2}}}	2001216	1013	1.00	0	1.20	outer_floor_d	ring_floor_d	0	stage01map_point_06	9182001	1	3	7	{}	50	4	30	0	
8001017	9082008	1	6	28	6	1	0	{"1000":{"0511010":{"amount":25},"6001040":{"amount":2}}}	2001217	1010	1.00	0	1.20	outer_floor_d	ring_floor_d	0	stage01map_point_06	9182001	1	3	7	{}	50	3	2	0	
8001018	9082009	3	6	28	6	1	0	{"1000":{"0511016":{"amount":25},"6001040":{"amount":2}}}	2001218	1015	1.00	0	1.20	outer_floor_d	ring_floor_d	0	stage01map_point_06	9182001	2	3	7	{}	50	9	2	0	
8001019	9082010	1	6	28	6	1	0	{"1000":{"0511056":{"amount":20},"0105097":{"amount":1},"6001040":{"amount":2}}}	2001219	1010	1.00	0	1.20	outer_floor_d	ring_floor_d	0	stage01map_point_06	9182002	2	1	3	{}	60	8	3	0	
8001020	9082011	1	6	28	6	1	0	{"1000":{"0511005":{"amount":25},"6001040":{"amount":3}}}	2001220	1013	1.00	0	1.20	outer_floor_d	ring_floor_d	0	stage01map_point_06	9182001	2	3	7	{}	50	9	2	0	
8001021	9082012	1	6	28	6	1	0	{"1000":{"0511011":{"amount":25},"6001040":{"amount":3}}}	2001221	1011	1.00	0	1.20	outer_floor_d	ring_floor_d	0	stage01map_point_06	9182001	2	3	7	{}	50	6	2	0	
8001022	9082013	1	6	28	6	1	0	{"1000":{"0511017":{"amount":25},"6001040":{"amount":3}}}	2001222	1017	1.00	0	1.20	outer_floor_d	ring_floor_d	0	stage01map_point_06	9182001	2	3	7	{}	50	5	35	0	
8001023	9082014	1	6	28	6	1	0	{"1000":{"0511005":{"amount":25},"6001040":{"amount":3}}}	2001223	1014	1.00	0	1.20	outer_floor_d	ring_floor_d	0	stage01map_point_06	9182001	2	3	7	{}	55	7	2000	0	
8001024	9082015	2	6	28	6	1	0	{"1000":{"0511011":{"amount":25},"6001040":{"amount":3}}}	2001224	1011	1.00	0	1.20	outer_floor_d	ring_floor_d	0	stage01map_point_06	9182001	2	3	7	{}	50	1	5000	0	
8001025	9082016	1	6	28	6	1	0	{"1000":{"0511017":{"amount":25},"6001040":{"amount":4}}}	2001225	1011	1.00	0	1.20	outer_floor_d	ring_floor_d	0	stage01map_point_06	9182001	2	1	3		60	2	50	0	
8001026	9082017	1	6	28	6	1	0	{"1000":{"0511005":{"amount":25},"6001040":{"amount":4}}}	2001226	1013	1.00	0	1.20	outer_floor_d	ring_floor_d	0	stage01map_point_06	9182001	2	3	7		60	4	60	0	
8001027	9082018	1	6	28	6	1	0	{"1000":{"0511011":{"amount":25},"6001040":{"amount":4}}}	2001227	1010	1.00	0	1.20	outer_floor_d	ring_floor_d	0	stage01map_point_06	9182001	2	3	7		60	3	1	0	
8001028	9082019	2	6	28	6	1	0	{"1000":{"0511017":{"amount":25},"6001040":{"amount":4}}}	2001228	1015	1.00	0	1.20	outer_floor_d	ring_floor_d	0	stage01map_point_06	9182001	5	3	7		45	9	4	0	
8001029	9082020	1	6	28	6	1	0	{"1000":{"0511052":{"amount":20},"0103095":{"amount":1},"6001040":{"amount":4}}}	2001229	1010	1.00	0	1.20	outer_floor_d	ring_floor_d	0	stage01map_point_06	9182002	2	1	3		60	8	1	0	
8001030	9082021	2	6	28	6	1	0	{"1000":{"0511029":{"amount":35},"6001040":{"amount":5}}}	2001230	1013	1.00	0	1.20	outer_floor_d	ring_floor_d	0	stage01map_point_06	9182001	2	1	3		40	9	3	0	
8001031	9082022	2	6	28	6	1	0	{"1000":{"0511023":{"amount":35},"6001040":{"amount":5}}}	2001231	1011	1.00	0	1.20	outer_floor_d	ring_floor_d	0	stage01map_point_06	9182001	6	3	7		50	6	5	0	
8001032	9082023	1	6	28	6	1	0	{"1000":{"0511029":{"amount":35},"6001040":{"amount":5}}}	2001232	1017	1.00	0	1.20	outer_floor_d	ring_floor_d	0	stage01map_point_06	9182001	1	3	7		50	5	20	0	
8001033	9082024	1	6	28	6	1	0	{"1000":{"0511023":{"amount":35},"6001040":{"amount":5}}}	2001233	1014	1.00	0	1.20	outer_floor_d	ring_floor_d	0	stage01map_point_06	9182001	1	3	7		40	7	10000	0	
8001034	9082025	2	6	28	6	1	0	{"1000":{"0511029":{"amount":35},"6001040":{"amount":5}}}	2001234	1011	1.00	0	1.20	outer_floor_d	ring_floor_d	0	stage01map_point_06	9182001	1	3	7		60	1	25000	0	
8001035	9082026	1	6	28	6	1	0	{"1000":{"0511023":{"amount":35},"6001040":{"amount":5}}}	2001235	1011	1.00	0	1.20	outer_floor_d	ring_floor_d	0	stage01map_point_06	9182001	1	5	7		60	2	80	0	
8001036	9082027	1	6	28	6	1	0	{"1000":{"0511029":{"amount":35},"6001040":{"amount":5}}}	2001236	1013	1.00	0	1.20	outer_floor_d	ring_floor_d	0	stage01map_point_06	9182001	1	3	7		60	4	70	0	
8001037	9082028	1	6	28	6	1	0	{"1000":{"0511023":{"amount":35},"6001040":{"amount":5}}}	2001237	1010	1.00	0	1.20	outer_floor_d	ring_floor_d	0	stage01map_point_06	9182001	1	3	7		50	3	0	0	
8001038	9082029	3	6	28	6	1	0	{"1000":{"0511058":{"amount":20},"6001040":{"amount":5}}}	2001238	1015	1.00	0	1.20	outer_floor_d	ring_floor_d	0	stage01map_point_06	9182001	6	3	7		45	9	6	0	
8001039	9082030	1	6	28	6	1	0	{"1000":{"0511051":{"amount":20},"0102212":{"amount":1},"6001040":{"amount":5}}}	2001239	1010	1.00	0	1.20	outer_floor_d	ring_floor_d	0	stage01map_point_06	9182002	2	1	3		60	8	0	0	
